,latitude,longitude,name
0,1.27458821795427,103.84347073660999,100 AM
1,1.30508681845447,103.905098915055,112 KATONG
2,1.3013851021471399,103.837684350436,313@SOMERSET
3,1.3120249182444,103.764960537008,321 CLEMENTI
4,1.33404171129957,103.850955458676,600 @ TOA PAYOH
5,1.4371305244487,103.795289911954,888 PLAZA
6,1.36922321403002,103.848467911464,AMK HUB
7,1.43988095490574,103.80179101959499,ADMIRALTY PLACE
8,1.2738426388845099,103.801375038176,ALEXANDRA RETAIL CENTRE
9,1.28893477974498,103.805607779399,ANCHORPOINT
10,1.3097424203235601,103.864101647509,APERIA
11,1.32612416875662,103.843709493566,BALESTIER HILL SHOPPING CENTRE
12,1.3424126418864297,103.776539385678,BEAUTY WORLD CENTRE
13,1.34178799847022,103.776304121109,BEAUTY WORLD PLAZA
14,1.3246689739690902,103.92940545649,BEDOK MALL
15,1.32480102552269,103.932384005117,BEDOK POINT
16,1.33183269839976,103.744879157153,BIG BOX
17,1.29819500487879,103.855655544739,BUGIS CUBE
18,1.3001178934309399,103.85619157165199,BUGIS JUNCTION
19,1.30075921013125,103.855204142122,BUGIS+
20,1.3799165066522399,103.76431706853501,BUKIT PANJANG PLAZA
21,1.2930633587734799,103.851293463737,CAPITOL PIAZZA
22,1.30149743442988,103.836444792111,CATHAY CINELEISURE ORCHARD
23,1.43608867729913,103.78600997367799,CAUSEWAY POINT
24,1.3523611314355002,103.94378481243099,CENTURY SQUARE
25,1.28412271103558,103.852544637414,CHANGE ALLEY
26,1.3563414213584501,103.989276642386,CHANGI AIRPORT
27,1.3340363790270802,103.96291761553101,CHANGI CITY POINT
28,1.28526073702918,103.844942912343,CHINATOWN POINT
29,1.3114774495223402,103.85678076298599,CITY SQUARE MALL
30,1.2923786067095901,103.85466296886801,CITYLINK MALL
31,1.3155535427795,103.76459643930401,CLEMENTI MALL
32,1.3920941559405202,103.89498002538299,COMPASS ONE
33,1.29270252655149,103.81097183537399,DAWSON PLACE
34,1.2808649386093,103.81014259576901,DEPOT HEIGHTS SHOPPING CENTRE
35,1.3260531991057098,103.929604640137,DJITSUN MALL
36,1.3777758420954298,103.95477359288999,DOWNTOWN EAST
37,1.29921662121833,103.857996795149,DUO
38,1.3316765687873,103.849383935394,ERA APAC CENTRE
39,1.3425864408894,103.95307233895399,EASTPOINT MALL
40,1.3778287661646598,103.942364336974,ELIAS MALL
41,1.28950956232932,103.855665761542,ESPLANADE MALL
42,1.3256176410229599,103.67841055156299,FAIRPRICE HUB
43,1.3840058246629598,103.771029603101,FAJAR SHOPPING CENTRE
44,1.30731112598869,103.833939963454,FAR EAST PLAZA
45,1.3963155184234,103.881167324822,FERNVALE POINT
46,1.3061252256071698,103.82867554961001,FORUM THE SHOPPING MALL
47,1.30145299324793,103.854495182879,FU LU SHOU COMPLEX
48,1.29133889451297,103.850146834511,FUNAN
49,1.29130707593559,103.850083606052,FUNAN DIGITALIFE MALL
50,1.34874423181248,103.69829841817699,GEK POH SHOPPING CENTRE
51,1.30285776289789,103.865284424819,GOLDEN MILE COMPLEX
52,1.29315492907011,103.831928020443,GREAT WORLD CITY
53,1.38541768689997,103.766235457752,GREENRIDGE SHOPPING CENTRE
54,1.38760330190636,103.869423629864,GREENWICH V
55,1.33218812037255,103.847077797948,HDB HUB
56,1.2637968288533101,103.82021904559299,HARBOURFRONT CENTRE
57,1.35954177325562,103.885167372726,HEARTLAND MALL
58,1.3635509577068001,103.76423610633002,HILLV2
59,1.3784310082758702,103.762842789877,HILLION MALL
60,1.31025541912227,103.795350439947,HOLLAND ROAD SHOPPING CENTRE
61,1.3756672834841202,103.87945025083,HOUGANG 1
62,1.37243678271745,103.893723857613,HOUGANG MALL
63,1.33491758755438,103.74687713286801,IMM
64,1.3040425340698,103.831888294023,ION ORCHARD
65,1.27601222585223,103.84589784359301,INTERNATIONAL PLAZA
66,1.33323785085839,103.740191321438,JCUBE
67,1.33305451930724,103.743433746954,JEM
68,1.36033174518933,103.989670344538,JEWEL CHANGI AIRPORT
69,1.38060512473526,103.760041583169,JUNCTION 10
70,1.3502394308637,103.848477625201,JUNCTION 8
71,1.43303198215121,103.841600823354,JUNCTION NINE
72,1.3394520043632099,103.706685012926,JURONG POINT
73,1.31469213499496,103.894480526031,KINEX
74,1.30384327182322,103.87275070166099,KALLANG WAVE MALL
75,1.3038204018374,103.901040040135,KATONG SHOPPING CENTRE
76,1.30233745290723,103.87644917595199,LEISURE PARK KALLANG
77,1.29149019892639,103.84466893511299,LIANG COURT
78,1.30510759038419,103.83072791506201,LIAT TOWERS
79,1.39224240572061,103.743190998187,LIMBANG SHOPPING CENTRE
80,1.3850699232561898,103.74523886823799,LOT ONE
81,1.3664536401035,103.96459849952299,LOYANG POINT
82,1.30446378974741,103.834005158524,LUCKY PLAZA
83,1.3020047173196498,103.83658396580601,MANDARIN GALLERY
84,1.27912488289485,103.85445700019599,MARINA BAY FINANCIAL CENTRE TOWER 3
85,1.2804679433167399,103.85347014858,MARINA BAY LINK MALL
86,1.2839941013920602,103.85945063691901,MARINA BAY SANDS
87,1.2770416897788301,103.85340187261801,MARINA ONE
88,1.29103980256765,103.85762353235901,MARINA SQUARE
89,1.2920460530205,103.85990023349899,MILLENIA WALK
90,1.3506755212032,103.871861615443,NEX
91,1.30242417189412,103.83467612472299,NGEE ANN CITY
92,1.42799995995186,103.83614202883601,NORTHPOINT CITY
93,1.41684981094702,103.90213684712,NORTHSHORE PLAZA
94,1.31934328126484,103.844177088816,NOVENA SQUARE
95,1.40263460056255,103.913270565628,OASIS TERRACES
96,1.2843399432025,103.85098234671801,ONE RAFFLES PLACE
97,1.3007235035670601,103.839692368177,ORCHARD CENTRAL
98,1.30044325279546,103.839442780042,ORCHARD GATEWAY
99,1.30178378195548,103.838660627347,ORCHARD MIDPOINT
100,1.30126533034761,103.84115177072701,ORCHARD PLAZA
101,1.3014849976274598,103.83788829913,ORCHARD SHOPPING CENTRE
102,1.30684615299345,103.82921774932501,ORCHARD TOWERS
103,1.35310120216274,103.940848647333,OUR TAMPINES HUB
104,1.3174823105835802,103.892832205276,PLQ MALL
105,1.30665484543192,103.829588045188,PALAIS RENAISSANCE
106,1.3037232173927,103.83524030845501,PARAGON SHOPPING CENTRE
107,1.30108003311458,103.90528181444999,PARKWAY PARADE
108,1.37976754317117,103.93620756732099,PASIR RIS WEST PLAZA
109,1.31867575623017,103.892550598424,PAYA LEBAR SQUARE
110,1.29232248414938,103.850804507292,PENINSULA PLAZA
111,1.28575774235159,103.843929820315,PEOPLE'S PARK CENTRE
112,1.2841286263641698,103.84258481078301,PEOPLE'S PARK COMPLEX
113,1.34159108725754,103.69702008158701,PIONEER MALL
114,1.3008207176923898,103.845067272666,PLAZA SINGAPURA
115,1.30007556914647,103.84928559930799,POMO
116,1.3941840943827302,103.91297643758301,PUNGGOL PLAZA
117,1.28761792558743,103.80339114045499,QUEENSWAY SHOPPING CENTRE
118,1.2938935786331398,103.853119904656,RAFFLES CITY SHOPPING CENTRE
119,1.3922173266777,103.904473070943,RIVERVALE MALL
120,1.38537151608701,103.901849634797,RIVERVALE PLAZA
121,1.3053179268958202,103.78852394760901,ROCHESTER MALL
122,1.3057629243588502,103.83308338185999,SCOTTS SQUARE
123,1.3913930612689498,103.87606765513,SELETAR MALL
124,1.4418532534675101,103.824832416105,SEMBAWANG SHOPPING CENTRE
125,1.31078075190146,103.855146819671,SERANGOON PLAZA
126,1.3030229851526298,103.852875622062,SIM LIM SQUARE
127,1.3038113301821002,103.85463996092899,SIM LIM TOWER
128,1.2981321476693501,103.84413837480899,SINGAPORE SHOPPING CENTRE
129,1.2947409482015502,103.856000621324,SOUTH BEACH
130,1.32061258625869,103.844331494859,SQUARE 2
131,1.29409146652973,103.850821336975,STAMFORD HOUSE
132,1.44822653818276,103.81946210281201,SUN PLAZA
133,1.37789727654677,103.73901548629298,SUNSHINE PLACE
134,1.2954667558967499,103.858585026016,SUNTEC CITY
135,1.3348448747126,103.72046202427799,TAMAN JURONG SHOPPING CENTRE
136,1.35432321225806,103.945141172369,TAMPINES 1
137,1.3525802519703898,103.94469623008301,TAMPINES MALL
138,1.30483283007133,103.83323668385201,TANG PLAZA
139,1.30485342129478,103.823883490852,TANGLIN MALL
140,1.30495005564844,103.832971130126,TANGS
141,1.2766095282693,103.846180785876,TANJONG PAGAR CENTRE
142,1.3061777304808002,103.85060998548599,TEKKA CENTRE
143,1.29920226381605,103.847832003713,THE CATHAY
144,1.30197804548976,103.839758893141,THE CENTREPOINT
145,1.31549675427513,103.764570204717,THE CLEMENTI MALL
146,1.30085584996949,103.86246592865999,THE CONCOURSE
147,1.28473141234248,103.843203365359,THE MAJESTIC
148,1.3039493635530102,103.83584422762699,THE PARAGON
149,1.3913930612689498,103.87606765513,THE SELETAR MALL
150,1.28423491318867,103.85898223619101,THE SHOPPES AT MARINA BAY SANDS
151,1.29498804392057,103.856276242094,THE SOUTH BEACH
152,1.30697044038324,103.78842027411501,THE STAR VISTA
153,1.33873066415568,103.871670008464,THE WOODLEIGH MALL
154,1.35432524209243,103.83032810292801,THOMSON PLAZA
155,1.28647119992725,103.827158267789,TIONG BAHRU PLAZA
156,1.3534808832612601,103.878828409594,UPPER SERANGOON SHOPPING CENTRE
157,1.31978949204526,103.84403356919901,VELOCITY
158,1.43075765633744,103.793852610387,VISTA POINT
159,1.26439468067259,103.821808620881,VIVOCITY
160,1.40642616289953,103.902238067127,WATERWAY POINT
161,1.30374258287197,103.76609288210699,WEST COAST PLAZA
162,1.3501891656050602,103.74902197661801,WEST MALL
163,1.33428313049539,103.74287010551201,WESTGATE
164,1.30453635973283,103.83071423110901,WHEELOCK PLACE
165,1.37239898072244,103.949749226457,WHITE SANDS
166,1.3036989067941298,103.83318959278499,WISMA ATRIA
167,1.31646238412035,103.89674796590799,WISMA GEYLANG SERAI
168,1.4179992628404001,103.841236456898,WISTERIA MALL
169,1.4456478700315902,103.79816228553301,WOODLANDS MART
170,1.4428457006918303,103.79082582427401,WOODLANDS NORTH PLAZA
171,1.39705741516143,103.746662121143,YEW TEE POINT
172,1.3980473615301698,103.747084778932,YEW TEE SQUARE
173,1.28480771842172,103.843483900908,YUE HWA BUILDING
174,1.3269450445695201,103.846554377679,ZHONGSHAN MALL
175,1.3023159,103.8623317,CITY GATE
176,1.2888386,103.8465580,THE CENTRAL
177,1.4299181,103.8364202,GOLDEN VILLAGE - YISHUN TEN
178,1.3105635,103.7961072,RAFFLES HOLLAND V
179,1.3330614,103.7435037,JEM
180,1.3101122,103.8552908,MUSTAFA CENTRE
181,1.3058098,103.8315073,SHAW HOUSE
182,1.3171945,103.8436114,UNITED SQUARE
183,1.3651149,103.8651595,MYVILLAGE @ SERANGOON
